date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:42:57	118475/118475	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Mar%202023%2011:40:19%20GMT	https://banhchungdogia.com/	D:/View/banhchung/BanhChung/banhchungdogia.com/index.html	(from )
09:42:58	113/113	---M-Z	200	added ('OK')	text/plain	date:Sun,%2018%20Jun%202023%2002:42:57%20GMT	https://banhchungdogia.com/robots.txt		(from )
09:42:58	42/42	---M-Z	405	error ('Method%20Not%20Allowed')	text/plain	date:Sun,%2018%20Jun%202023%2002:42:58%20GMT	https://banhchungdogia.com/xmlrpc.php	D:/View/banhchung/BanhChung/banhchungdogia.com/xmlrpc.php	(from https://banhchungdogia.com/)
09:42:58	2237/2237	---M-Z	200	added ('OK')	text/css	date:Sun,%2025%20Dec%202022%2011:32:12%20GMT	https://banhchungdogia.com/wp-content/cache/min/1/wp-content/plugins/contact-form-7/includes/css/styles-f48c452908ff1a0a481c5864d460f264.css	D:/View/banhchung/BanhChung/banhchungdogia.com/wp-content/cache/min/1/wp-content/plugins/contact-form-7/includes/css/styles-f48c452908ff1a0a481c5864d460f264.css	(from https://banhchungdogia.com/)
09:42:59	59109/59109	---M-Z	200	added ('OK')	text/css	date:Sun,%2025%20Dec%202022%2011:32:12%20GMT	https://banhchungdogia.com/wp-content/cache/min/1/wp-includes/css/dashicons.min-497ede28a194f7a533cce3ca24cc3b0d.css	D:/View/banhchung/BanhChung/banhchungdogia.com/wp-content/cache/min/1/wp-includes/css/dashicons.min-497ede28a194f7a533cce3ca24cc3b0d.css	(from https://banhchungdogia.com/)
09:42:59	31327/31327	---M-Z	200	added ('OK')	text/css	date:Sun,%2025%20Dec%202022%2011:32:12%20GMT	https://banhchungdogia.com/wp-content/cache/min/1/font-awesome/4.7.0/css/font-awesome.min-ced8efbe056a8db38558bae6441d9c70.css	D:/View/banhchung/BanhChung/banhchungdogia.com/wp-content/cache/min/1/font-awesome/4.7.0/css/font-awesome.min-ced8efbe056a8db38558bae6441d9c70.css	(from https://banhchungdogia.com/)
09:42:59	172500/172500	---M-Z	200	added ('OK')	text/css	date:Sun,%2025%20Dec%202022%2011:32:12%20GMT	https://banhchungdogia.com/wp-content/cache/min/1/wp-content/themes/flatsome/assets/css/flatsome-be9acfb50cf3959669c7d0851aaa7f66.css	D:/View/banhchung/BanhChung/banhchungdogia.com/wp-content/cache/min/1/wp-content/themes/flatsome/assets/css/flatsome-be9acfb50cf3959669c7d0851aaa7f66.css	(from https://banhchungdogia.com/)
09:42:59	103291/103291	---MCZ	200	added ('OK')	application/rss+xml	date:Fri,%2003%20Mar%202023%2016:28:35%20GMT	https://banhchungdogia.com/feed/	D:/View/banhchung/BanhChung/banhchungdogia.com/feed/index.html	(from https://banhchungdogia.com/)
09:42:59	12156/12156	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2031%20Dec%202021%2007:12:22%20GMT	https://banhchungdogia.com/wp-content/themes/flatsome/assets/css/icons/fl-icons.eot?v=3.14.3	D:/View/banhchung/BanhChung/banhchungdogia.com/wp-content/themes/flatsome/assets/css/icons/fl-iconsae55.eot	(from https://banhchungdogia.com/)
09:43:00	12156/12156	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2031%20Dec%202021%2007:12:22%20GMT	https://banhchungdogia.com/wp-content/themes/flatsome/assets/css/icons/fl-icons.eot	D:/View/banhchung/BanhChung/banhchungdogia.com/wp-content/themes/flatsome/assets/css/icons/fl-icons.eot	(from https://banhchungdogia.com/)
